14253,2
8602,9
7207,9
6564,3
6656,6
6606,3
6762,3
7466,1
9375,5
6915,1
6558,8
6888,6
6991,8
7874,5
8782,2
7877,8
6792,4
6506,1
7691,7
6494,7
6653,7
7301,5
6577,2
6844,5
6487,4
6619,2
6583,9
6593,7
8237,4
7885
10282,1
7423,6
8199,9
7062
6889,1
6738,5
7792,7
6798,2
6701,5
6576,2
6769,3
6468,5
7232,2
6573
9313,4
10798,4
8112,3
6862,6
8047,4
6962,8
